unique_id,date,store_number,store_name,address,city,zip_code,store_location,county_number,county,category,category_name,vendor_number,vendor_name,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons,row_id,cluster_id,confidence_score
INV-42051600048,2021-11-16,6173,Mini-Mart / Independence,709 1st Street West,Independence,50644,POINT (-91.901687 42.468633),10,BUCHANAN,1062400,Spiced Rum,259,Heaven Hill Brands,43024,Admiral Nelson Spiced,24,375,2.99,4.49,8,35.92,3,0.79,INV-42051600048,1138,0.81
INV-43713200048,2022-01-11,6173,Mini-Mart / Independence,709 1st Street West,Independence,50644,POINT (-91.901687 42.468633),10,BUCHANAN,1011400,Tennessee Whiskies,85,Brown Forman Corp.,74804,Jack Daniels Tennessee Apple Mini,12,50,11.5,17.25,1,17.25,0.05,0.01,INV-43713200048,1138,0.81
INV-43877700006,2022-01-18,6173,Mini-Mart / Independence,709 1st Street West,Independence,50644,POINT (-91.901687 42.468633),10,BUCHANAN,1011400,Tennessee Whiskies,85,Brown Forman Corp.,26828,Jack Daniels Old #7 Black Label,6,1750,31.72,47.58,2,95.16,3.5,0.92,INV-43877700006,1138,0.81
INV-39294500045,2021-08-17,4148,Fareway Stores #479 / Independence,1400 3rd Ave SE,Independence,50644,POINT (-91.890284 42.455804),10,BUCHANAN,1031100,American Vodkas,205,E & J Gallo Winery,36969,New Amsterdam 80prf,12,750,7.5,11.25,2,22.5,1.5,0.39,INV-39294500045,240,0.81
INV-35413800021,2021-03-30,5745,Casey's General Store #3292,1906 3rd Ave Se,Independence,50644,POINT (-91.890216 42.451427),10,BUCHANAN,1062400,Spiced Rum,259,Heaven Hill Brands,43024,Admiral Nelson Spiced Rum,24,375,2.99,4.49,12,53.88,4.5,1.18,INV-35413800021,857,0.81
INV-36349200002,2021-05-05,5001,The Music Station / Independence,709 First St W,Independence,50644,POINT (-91.901687 42.468633),10,BUCHANAN,1032100,Imported Vodkas,370,PERNOD RICARD USA,34004,Absolut Swedish Vodka 80prf,24,375,4.99,7.49,24,179.76,9,2.37,INV-36349200002,714,0.81
INV-43713400033,2022-01-11,3784,Hartig Drug #14 / Independence,200  1st St East,Independence,50644,POINT (-91.893016 42.468721),10,BUCHANAN,1011100,Blended Whiskies,255,Infinium Spirits,87026,Skrewball Peanut Butter Whiskey,6,750,18.5,27.75,2,55.5,1.5,0.39,INV-43713400033,239,0.81
INV-43352700001,2021-12-28,5745,Casey's General Store #3292,1906 3rd Ave Se,Independence,50644,POINT (-91.890214 42.45142500000001),10,BUCHANAN,1081200,Cream Liqueurs,205,E & J Gallo Winery,73055,RumChata,12,750,13.5,20.25,3,60.75,2.25,0.59,INV-43352700001,857,0.81
INV-42897700003,2021-12-14,6173,Mini-Mart / Independence,709 1st Street West,Independence,50644,POINT (-91.901687 42.468633),10,BUCHANAN,1011400,Tennessee Whiskies,85,Brown Forman Corp.,26820,Jack Daniels Old #7 Black Label Flat,24,375,7.75,11.63,12,135,4.5,1.18,INV-42897700003,1138,0.81
INV-40495500037,2021-09-28,6173,Mini-Mart / Independence,709 1st Street West,Independence,50644,POINT (-91.901687 42.468633),10,BUCHANAN,1082200,Imported Schnapps,421,SAZERAC COMPANY  INC,69609,Dr McGillicuddys Apple Pie Mini,12,50,5,7.5,2,15,0.1,0.02,INV-40495500037,1138,0.81
INV-34706500002,2021-03-03,3784,Hartig Drug #14 / Independence,200  1st St East,Independence,50644,POINT (-91.893016 42.468721),10,BUCHANAN,1011600,Straight Rye Whiskies,115,CONSTELLATION BRANDS INC,27040,High West Double Rye,6,750,21,31.5,2,63,1.5,0.39,INV-34706500002,239,0.81
INV-35413500022,2021-03-30,3784,Hartig Drug #14 / Independence,200  1st St East,Independence,50644,POINT (-91.893016 42.468721),10,BUCHANAN,1082000,Imported Cordials & Liqueurs,330,Gemini Spirits,66936,Grangala Triple Orange Liqueur,12,750,9.46,14.19,2,33.06,1.5,0.39,INV-35413500022,239,0.81
INV-43132700019,2021-12-21,6173,Mini-Mart / Independence,709 1st Street West,Independence,50644,POINT (-91.901687 42.468633),10,BUCHANAN,1032200,Imported Flavored Vodka,370,PERNOD RICARD USA,33467,Absolut Lime,12,750,9.99,14.99,2,29.98,1.5,0.39,INV-43132700019,1138,0.81
INV-42898000010,2021-12-14,5745,Casey's General Store #3292,1906 3rd Ave Se,Independence,50644,POINT (-91.890214 42.45142500000001),10,BUCHANAN,1042100,Imported Dry Gins,260,DIAGEO AMERICAS,28865,Tanqueray Gin,24,375,6.99,10.49,6,62.94,2.25,0.59,INV-42898000010,857,0.81
INV-41138300027,2021-10-19,6173,Mini-Mart / Independence,709 1st Street West,Independence,50644,POINT (-91.901687 42.468633),10,BUCHANAN,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,86916,Southern Comfort 100prf,12,750,12.15,18.23,3,54.69,2.25,0.59,INV-41138300027,1138,0.81
INV-33606900005,2021-01-19,3859,Wal-Mart 0750 / Independence,302 Enterprise Dr SW,Independence,50644,POINT (-91.892924 42.450709),10,BUCHANAN,1031200,American Flavored Vodka,380,Phillips Beverage,41693,UV Blue Raspberry,12,750,7,10.5,12,126,9,2.37,INV-33606900005,347,0.81
INV-35413300019,2021-03-30,5001,The Music Station / Independence,709 First St W,Independence,50644,POINT (-91.901687 42.468633),10,BUCHANAN,1082200,Imported Schnapps,421,SAZERAC COMPANY  INC,69631,Dr McGillicuddys Cherry Mini,12,50,5,7.5,1,7.5,0.05,0.01,INV-35413300019,714,0.81
INV-38526800041,2021-07-21,6173,Mini-Mart / Independence,709 1st Street West,Independence,50644,POINT (-91.901687 42.468633),10,BUCHANAN,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,50,25.8,38.7,1,38.7,0.05,0.01,INV-38526800041,1138,0.81
INV-37931200025,2021-06-29,3859,Wal-Mart 0750 / Independence,302 Enterprise Dr SW,Independence,50644,POINT (-91.892924 42.450709),10,BUCHANAN,1022100,Mixto Tequila,395,PROXIMO,89196,Jose Cuervo Especial Reposado,12,750,11.07,16.61,12,199.32,9,2.37,INV-37931200025,347,0.81
INV-33388800014,2021-01-12,3784,Hartig Drug #14 / Independence,200  1st St East,Independence,50644,POINT (-91.893016 42.468721),10,BUCHANAN,1081200,Cream Liqueurs,260,DIAGEO AMERICAS,74090,Godiva White Chocolate Liqueur,12,750,17,25.5,1,25.5,0.75,0.19,INV-33388800014,239,0.81
INV-43878000012,2022-01-18,5773,Casey's General Store #2239 / Independence,1200 5th Ave NE,Independence,50644,POINT (-91.889442 42.479996),10,BUCHANAN,1062400,Spiced Rum,259,Heaven Hill Brands,43024,Admiral Nelson Spiced,24,375,2.99,4.49,10,44.9,3.75,0.99,INV-43878000012,1125,0.81
INV-39101700051,2021-08-10,6173,Mini-Mart / Independence,709 1st Street West,Independence,50644,POINT (-91.901687 42.468633),10,BUCHANAN,1012100,Canadian Whiskies,259,Heaven Hill Brands,86456,Black Velvet Apple,6,1750,10.45,15.68,6,94.08,10.5,2.77,INV-39101700051,1138,0.81
INV-36934100012,2021-05-25,4148,Fareway Stores #479 / Independence,1400 3rd Ave SE,Independence,50644,POINT (-91.890284 42.455804),10,BUCHANAN,1012100,Canadian Whiskies,65,Jim Beam Brands,10628,Canadian Club Whisky,6,1750,14.5,21.75,6,130.5,10.5,2.77,INV-36934100012,240,0.81
INV-38108000010,2021-07-06,5773,Casey's General Store #2239 / Independence,1200 5th Ave NE,Independence,50644,POINT (-91.889442 42.479996),10,BUCHANAN,1031100,American Vodkas,626,JDSO INC / Red Boot Distillery,36985,Blue Ox Vodka,24,375,1.86,2.79,24,66.96,9,2.37,INV-38108000010,1125,0.81
INV-39703900026,2021-08-31,6173,Mini-Mart / Independence,709 1st Street West,Independence,50644,POINT (-91.901687 42.468633),10,BUCHANAN,1011100,Blended Whiskies,492,WESTERN SPIRITS BEVERAGE,26844,Bird Dog Peach PET,6,750,10,15,6,90,4.5,1.18,INV-39703900026,1138,0.81
INV-36551300015,2021-05-12,3859,Wal-Mart 0750 / Independence,302 Enterprise Dr SW,Independence,50644,POINT (-91.892924 42.450709),10,BUCHANAN,1011200,Straight Bourbon Whiskies,65,Jim Beam Brands,19068,Jim Beam,6,1750,21,31.5,6,189,10.5,2.77,INV-36551300015,347,0.81
INV-40061300002,2021-09-14,5368,Casey's General Store # 2169/ Independence,816 1st St. West,Independence,50644,POINT (-91.903626 42.468618),10,BUCHANAN,1031100,American Vodkas,301,FIFTH GENERATION INC,38174,Titos Handmade Vodka,12,375,5.42,8.13,12,97.56,4.5,1.18,INV-40061300002,1474,1.0
INV-34359400001,2021-02-17,5526,Randall's Stop N Shop,320 5th St,Hudson,50643,POINT (-92.45494 42.406565),7,BLACK HAWK,1011300,Single Barrel Bourbon Whiskies,85,Brown Forman Corp.,926239,HA Jack Daniel's Single Barrel Rye Barrel Proof,6,750,32.49,48.74,1,48.74,0.75,0.19,INV-34359400001,505,0.81
INV-34543100040,2021-02-23,5526,Randall's Stop N Shop,320 5th St,Hudson,50643,POINT (-92.45494 42.406565),7,BLACK HAWK,1062500,Flavored Rum,35,BACARDI USA INC,43051,Bacardi Dragon Berry,12,750,8.26,12.39,2,24.78,1.5,0.39,INV-34543100040,505,0.81
INV-36150300039,2021-04-27,5526,Randall's Stop N Shop,320 5th St,Hudson,50643,POINT (-92.45494 42.406565),7,BLACK HAWK,1011100,Blended Whiskies,65,Jim Beam Brands,27544,Red Stag Black Cherry,12,750,10.5,15.75,12,189,9,2.37,INV-36150300039,505,0.81
INV-38919800046,2021-08-04,5526,Randall's Stop N Shop,320 5th St,Hudson,50643,POINT (-92.45494 42.406565),7,BLACK HAWK,1011200,Straight Bourbon Whiskies,260,DIAGEO AMERICAS,17090,Bulleit Bourbon 10YR,12,750,23.5,35.25,2,70.5,1.5,0.39,INV-38919800046,505,0.81
INV-35781800056,2021-04-13,5526,Randall's Stop N Shop,320 5th St,Hudson,50643,POINT (-92.45494 42.406565),7,BLACK HAWK,1032100,Imported Vodkas,370,PERNOD RICARD USA,34007,Absolut Swedish Vodka 80prf,12,1000,14.99,22.49,1,22.49,1,0.26,INV-35781800056,505,0.81
INV-33228200006,2021-01-05,4770,Casey's General Store #3080 / Hudson,"354, E Eldora Rd",Hudson,50643,POINT (-92.44941200000001 42.409554),7,BLACK HAWK,1012100,Canadian Whiskies,259,Heaven Hill Brands,11771,Black Velvet Mini,8,50,8.5,12.75,8,102,0.4,0.1,INV-33228200006,1387,1.0
INV-43700700054,2022-01-11,5526,Randall's Stop N Shop,320 5th St,Hudson,50643,POINT (-92.45494 42.406565),7,BLACK HAWK,1011200,Straight Bourbon Whiskies,421,SAZERAC COMPANY  INC,21602,EH Taylor Jr Small Batch,6,750,22,33,1,33,0.75,0.19,INV-43700700054,505,0.81
INV-37906700025,2021-06-29,5526,Randall's Stop N Shop,320 5th St,Hudson,50643,POINT (-92.45494 42.406565),7,BLACK HAWK,1031100,American Vodkas,301,FIFTH GENERATION INC,38194,Titos Handmade Vodka Mini,5,50,12.8,19.2,10,192,0.5,0.13,INV-37906700025,505,0.81
INV-35251600032,2021-03-23,5526,Randall's Stop N Shop,320 5th St,Hudson,50643,POINT (-92.45494 42.406565),7,BLACK HAWK,1082200,Imported Schnapps,260,DIAGEO AMERICAS,69947,Rumple Minze Peppermint Schnapps Liqueur,12,1000,15.84,23.76,1,23.76,1,0.26,INV-35251600032,505,0.81
INV-35613000030,2021-04-07,5526,Randall's Stop N Shop,320 5th St,Hudson,50643,POINT (-92.45494 42.406565),7,BLACK HAWK,1081200,Cream Liqueurs,330,Gemini Spirits,80457,Ryans Cream Liqueur,12,1000,7.23,10.85,2,21.7,2,0.52,INV-35613000030,505,0.81
INV-43524800004,2022-01-04,5526,Randall's Stop N Shop,320 5th St,Hudson,50643,POINT (-92.45494 42.406565),7,BLACK HAWK,1011400,Tennessee Whiskies,85,Brown Forman Corp.,26826,Jack Daniels Old #7 Black Label,12,750,15.57,23.36,12,280.32,9,2.37,INV-43524800004,505,0.81
INV-42906500049,2021-12-14,5526,Randall's Stop N Shop,320 5th St,Hudson,50643,POINT (-92.45494 42.406565),7,BLACK HAWK,1031100,American Vodkas,380,Phillips Beverage,37347,Phillips Vodka,12,1000,4.29,6.44,1,6.44,1,0.26,INV-42906500049,505,0.81
INV-33980300026,2021-02-02,5526,Randall's Stop N Shop,320 5th St,Hudson,50643,POINT (-92.45494 42.406565),7,BLACK HAWK,1062500,Flavored Rum,370,PERNOD RICARD USA,42717,Malibu Coconut Rum,12,1000,10.99,16.49,12,197.88,12,3.17,INV-33980300026,505,0.81
INV-37727300048,2021-06-22,5526,Randall's Stop N Shop,320 5th St,Hudson,50643,POINT (-92.45494 42.406565),7,BLACK HAWK,1012100,Canadian Whiskies,259,Heaven Hill Brands,11777,Black Velvet,12,1000,6.63,9.95,12,119.4,12,3.17,INV-37727300048,505,0.81
INV-39506300011,2021-08-24,5526,Randall's Stop N Shop,320 5th St,Hudson,50643,POINT (-92.45494 42.406565),7,BLACK HAWK,1011200,Straight Bourbon Whiskies,65,Jim Beam Brands,27604,Knob Creek Smoked Maple,6,750,20,30,2,60,1.5,0.39,INV-39506300011,505,0.81
INV-36294800019,2021-05-03,4495,Casey's General Store #3055 / Grundy Center,"504, G Ave",Grundy Center,50638,POINT (-92.770411 42.361494),38,GRUNDY,1011400,Tennessee Whiskies,85,Brown Forman Corp.,26820,Jack Daniels Old #7 Black Label Flat,24,375,7.5,11.25,3,33.75,1.12,0.29,INV-36294800019,888,0.81
INV-34296600018,2021-02-15,5206,Brothers Market  /  Grundy Center,1400 G  Ave,Grundy Center,50638,POINT (-92.782283 42.36157),38,GRUNDY,1031200,American Flavored Vodka,260,DIAGEO AMERICAS,77709,Smirnoff Peach,12,750,8.25,12.38,3,37.14,2.25,0.59,INV-34296600018,605,0.81
INV-39047600012,2021-08-09,6024,Casey's General Store #1589 / Grundy Center,1708 G Ave,Grundy Center,50638,POINT (-92.787334 42.361601),38,GRUNDY,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64864,Fireball Cinnamon Whisky,24,375,5.33,8,9,72,3.37,0.89,INV-39047600012,1121,0.81
INV-38058500010,2021-07-05,4495,Casey's General Store #3055 / Grundy Center,"504, G Ave",Grundy Center,50638,POINT (-92.770411 42.361494),38,GRUNDY,1031100,American Vodkas,421,SAZERAC COMPANY  INC,37935,Skol Vodka PET,12,750,3.64,5.46,4,21.84,3,0.79,INV-38058500010,888,0.81
INV-35568600001,2021-04-05,4495,Casey's General Store #3055 / Grundy Center,"504, G Ave",Grundy Center,50638,POINT (-92.770411 42.361494),38,GRUNDY,1032100,Imported Vodkas,370,PERNOD RICARD USA,34006,Absolut Swedish Vodka 80prf,12,750,9.99,14.99,3,44.97,2.25,0.59,INV-35568600001,888,0.81
INV-38058600008,2021-07-05,5206,Brothers Market  /  Grundy Center,1400 G  Ave,Grundy Center,50638,POINT (-92.782283 42.36157),38,GRUNDY,1032200,Imported Flavored Vodka,115,CONSTELLATION BRANDS INC,36435,Svedka Cucumber Lime,12,750,8.75,13.13,3,39.39,2.25,0.59,INV-38058600008,605,0.81
INV-44265800046,2022-01-31,4495,Casey's General Store #3055 / Grundy Center,"504, G Ave",Grundy Center,50638,POINT (-92.770411 42.361494),38,GRUNDY,1062400,Spiced Rum,260,DIAGEO AMERICAS,43285,Captain Morgan Original Spiced PET,12,750,9.06,13.59,12,163.08,9,2.37,INV-44265800046,888,0.81
INV-36695000004,2021-05-17,5206,Brothers Market  /  Grundy Center,1400 G  Ave,Grundy Center,50638,POINT (-92.782283 42.36157),38,GRUNDY,1012100,Canadian Whiskies,434,LUXCO INC,13038,Canadian Reserve Whisky,6,1750,8.75,13.13,6,78.78,10.5,2.77,INV-36695000004,605,0.81
INV-42625500004,2021-12-06,5206,Brothers Market  /  Grundy Center,1400 G  Ave,Grundy Center,50638,POINT (-92.782283 42.36157),38,GRUNDY,1032100,Imported Vodkas,65,Jim Beam Brands,34188,Effen 80prf,6,750,12.5,18.75,2,37.5,1.5,0.39,INV-42625500004,605,0.81
INV-40662300009,2021-10-04,5206,Brothers Market  /  Grundy Center,1400 G  Ave,Grundy Center,50638,POINT (-92.782283 42.36157),38,GRUNDY,1062500,Flavored Rum,65,Jim Beam Brands,44456,Cruzan Raspberry,12,750,7,10.5,12,126,9,2.37,INV-40662300009,605,0.81
INV-41987400006,2021-11-15,5206,Brothers Market  /  Grundy Center,1400 G  Ave,Grundy Center,50638,POINT (-92.782283 42.36157),38,GRUNDY,1081300,American Cordials & Liqueur,322,Prestige Wine & Spirits Group / United States Distilled Products Co,75264,Kinky Fruit Punch,6,750,10,15,4,60,3,0.79,INV-41987400006,605,0.81
INV-39254100005,2021-08-16,5206,Brothers Market  /  Grundy Center,1400 G  Ave,Grundy Center,50638,POINT (-92.782283 42.36157),38,GRUNDY,1041100,American Dry Gins,205,E & J Gallo Winery,31473,New Amsterdam Gin,6,1750,15,22.5,2,45,3.5,0.92,INV-39254100005,605,0.81
INV-38058400017,2021-07-05,6024,Casey's General Store #1589 / Grundy Center,1708 G Ave,Grundy Center,50638,POINT (-92.787334 42.361601),38,GRUNDY,1031100,American Vodkas,300,McCormick Distilling Co.,36904,McCormick 80prf Vodka PET,24,375,1.8,2.7,15,40.5,5.62,1.48,INV-38058400017,1121,0.81
INV-39664000023,2021-08-30,4495,Casey's General Store #3055 / Grundy Center,"504, G Ave",Grundy Center,50638,POINT (-92.770411 42.361494),38,GRUNDY,1012100,Canadian Whiskies,65,Jim Beam Brands,10625,Canadian Club Whisky PET,12,750,8,12,2,24,1.5,0.39,INV-39664000023,888,0.81
INV-37267700023,2021-06-07,5206,Brothers Market  /  Grundy Center,1400 G  Ave,Grundy Center,50638,POINT (-92.782283 42.36157),38,GRUNDY,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64866,Fireball Cinnamon Whiskey,12,750,9,13.5,4,54,3,0.79,INV-37267700023,605,0.81
INV-40662200049,2021-10-04,4495,Casey's General Store #3055 / Grundy Center,"504, G Ave",Grundy Center,50638,POINT (-92.770411 42.361494),38,GRUNDY,1062500,Flavored Rum,259,Heaven Hill Brands,43984,Admiral Nelson Cherry Spiced,12,750,6,9,1,9,0.75,0.19,INV-40662200049,888,0.81
INV-37903400002,2021-06-29,5522,Casey's General Store #3653 / Greene,209 W South St,Greene,50636,POINT (-92.812326 42.890772),12,BUTLER,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,50,25.8,38.7,1,38.7,0.05,0.01,INV-37903400002,671,0.81
INV-38692500005,2021-07-27,5522,Casey's General Store #3653 / Greene,209 W South St,Greene,50636,POINT (-92.812326 42.890772),12,BUTLER,1031100,American Vodkas,260,DIAGEO AMERICAS,37991,Smirnoff 80prf Mini,12,50,7.47,11.21,1,11.21,0.05,0.01,INV-38692500005,671,0.81
INV-42883400011,2021-12-14,5522,Casey's General Store #3653 / Greene,209 W South St,Greene,50636,POINT (-92.812326 42.890772),12,BUTLER,1062400,Spiced Rum,240,William Grant & Sons Inc,45886,Sailor Jerry Spiced Navy Rum,12,750,10,15,3,45,2.25,0.59,INV-42883400011,671,0.81
INV-44096900023,2022-01-25,5522,Casey's General Store #3653 / Greene,209 W South St,Greene,50636,POINT (-92.812326 42.890772),12,BUTLER,1062400,Spiced Rum,240,William Grant & Sons Inc,45886,Sailor Jerry Spiced Navy Rum,12,750,10,15,3,45,2.25,0.59,INV-44096900023,671,0.81
INV-37506500034,2021-06-15,5522,Casey's General Store #3653 / Greene,209 W South St,Greene,50636,POINT (-92.812326 42.890772),12,BUTLER,1701100,Temporary & Specialty Packages,260,DIAGEO AMERICAS,77956,"Smirnoff Red, White & Berry",12,750,8.25,12.38,2,24.76,1.5,0.39,INV-37506500034,671,0.81
INV-34525300012,2021-02-23,5522,Casey's General Store #3653 / Greene,209 W South St,Greene,50636,POINT (-92.812326 42.890772),12,BUTLER,1062400,Spiced Rum,259,Heaven Hill Brands,43025,Admiral Nelson Spiced Rum PET,12,750,6,9,12,108,9,2.37,INV-34525300012,671,0.81
INV-36549800014,2021-05-12,5866,Hometown Family Market,310 2nd St,Gladbrook,50635,POINT (-92.716422 42.187653),86,TAMA,1081400,American Schnapps,434,LUXCO INC,81196,Paramount Peppermint Schnapps PET,12,750,4,6,5,30,3.75,0.99,INV-36549800014,1017,0.81
INV-40494900008,2021-09-28,5866,Hometown Family Market,310 2nd St,Gladbrook,50635,POINT (-92.716422 42.187653),86,TAMA,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,10808,Crown Royal Regal Apple,12,1000,19.39,29.09,2,58.18,2,0.52,INV-40494900008,1017,0.81
INV-33981600001,2021-02-02,5202,Casey's General Store #2900 / Gilber,"115, 25th  Ave",Gilbertville,50634,POINT (-92.218712 42.424125),7,BLACK HAWK,1011200,Straight Bourbon Whiskies,260,DIAGEO AMERICAS,17086,Bulleit Bourbon,12,750,16.5,24.75,4,99,3,0.79,INV-33981600001,1317,1.0
INV-35966900009,2021-04-20,5429,Pronto Market/ Garwin,501 Front St.,Garwin,50632,POINT (-92.678397 42.093297),86,TAMA,1062400,Spiced Rum,259,Heaven Hill Brands,43028,Admiral Nelson Spiced,6,1750,11.55,17.33,6,103.98,10.5,2.77,INV-35966900009,1299,1.0
INV-35365900020,2021-03-26,5367,Casey's General Store # 2618/ Fredricksburg,215 W Main St.,Fredericksburg,50630,POINT (-92.202089 42.965093),19,CHICKASAW,1062400,Spiced Rum,260,DIAGEO AMERICAS,43338,Captain Morgan Original Spiced,6,1750,18,27,24,648,42,11.09,INV-35365900020,1281,1.0
INV-35970100012,2021-04-20,5616,Casey's General Store #2623 / Fairbank,103 24th St,Fairbank,50629,"",10,BUCHANAN,1031100,American Vodkas,301,FIFTH GENERATION INC,38176,Titos Handmade Vodka,12,750,10,15,4,60,3,0.79,INV-35970100012,951,0.81
INV-41585600012,2021-11-02,5616,Casey's General Store #2623 / Fairbank,103 24th St,Fairbank,50629,"",10,BUCHANAN,1012100,Canadian Whiskies,259,Heaven Hill Brands,86456,Black Velvet Apple,6,1750,10.45,15.68,2,31.36,3.5,0.92,INV-41585600012,951,0.81
INV-35970100009,2021-04-20,5616,Casey's General Store #2623 / Fairbank,103 24th St,Fairbank,50629,"",10,BUCHANAN,1031100,American Vodkas,434,LUXCO INC,36301,Hawkeye Vodka Mini,12,50,4.13,6.2,2,12.4,0.1,0.02,INV-35970100009,951,0.81
INV-36554000021,2021-05-12,5875,Fairbank Food Center / Fairbank,102 N 4th St,Fairbank,50629,POINT (-92.047352 42.639631),10,BUCHANAN,1011200,Straight Bourbon Whiskies,421,SAZERAC COMPANY  INC,16850,Blantons Bourbon,6,750,28.75,43.13,6,258.78,4.5,1.18,INV-36554000021,1367,1.0
INV-35772000009,2021-04-13,4769,Elma Locker and Grocery,100 Grant St,Elma,50628,POINT (-92.435443 43.244311),45,HOWARD,1081400,American Schnapps,434,LUXCO INC,80578,Arrow Peppermint Schnapps,6,1750,7,10.5,6,63,10.5,2.77,INV-35772000009,1311,1.0
INV-42417000007,2021-11-29,2628,Hy-Vee Food Store / Eldora,1616 Edgington,Eldora,50627,POINT (-93.103764 42.360631),42,HARDIN,1041100,American Dry Gins,65,Jim Beam Brands,30238,Gilbeys Gin,6,1750,10.49,15.74,5,78.7,8.75,2.31,INV-42417000007,98,0.81
INV-33344700005,2021-01-11,4250,Fareway Stores #882 / Eldora,1232 14th St,Eldora,50627,POINT (-93.10077 42.361055),42,HARDIN,1031100,American Vodkas,55,SAZERAC NORTH AMERICA,35317,Barton Vodka,12,1000,3.97,5.96,6,35.76,6,1.58,INV-33344700005,97,0.81
INV-41987600011,2021-11-15,2628,Hy-Vee Food Store / Eldora,1616 Edgington,Eldora,50627,POINT (-93.103764 42.360631),42,HARDIN,1031100,American Vodkas,205,E & J Gallo Winery,36969,New Amsterdam 80prf,12,750,7.5,11.25,4,45,3,0.79,INV-41987600011,98,0.81
INV-43645500040,2022-01-10,6018,Casey's General Store - #2532,1807 Edgington Ave,Eldora,50627,POINT (-93.10607700000001 42.360624),42,HARDIN,1081300,American Cordials & Liqueur,421,SAZERAC COMPANY  INC,84160,99 Apples Mini Display,1,50,51.6,77.4,1,77.4,0.05,0.01,INV-43645500040,1031,0.81
INV-36477200009,2021-05-10,2628,Hy-Vee Food Store / Eldora,1616 Edgington,Eldora,50627,POINT (-93.103764 42.360631),42,HARDIN,1011100,Blended Whiskies,260,DIAGEO AMERICAS,25608,Seagrams 7 Crown,6,1750,12.96,19.44,6,116.64,10.5,2.77,INV-36477200009,98,0.81
INV-33187100013,2021-01-04,4250,Fareway Stores #882 / Eldora,1232 14th St,Eldora,50627,POINT (-93.10077 42.361055),42,HARDIN,1062400,Spiced Rum,259,Heaven Hill Brands,43028,Admiral Nelson Spiced Rum,6,1750,11.55,17.33,6,103.98,10.5,2.77,INV-33187100013,97,0.81
INV-35232500032,2021-03-23,2628,Hy-Vee Food Store / Eldora,1616 Edgington,Eldora,50627,POINT (-93.103764 42.360631),42,HARDIN,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64870,Fireball Cinnamon Whiskey,48,100,0.9,1.35,48,64.8,4.8,1.26,INV-35232500032,98,0.81
INV-43645600017,2022-01-10,4455,Kum & Go #1959 / Eldora,2359 Edgington Ave,Eldora,50627,POINT (-93.113808 42.360613),42,HARDIN,1031100,American Vodkas,205,E & J Gallo Winery,37233,New Amsterdam PET,12,750,7.5,11.25,12,135,9,2.37,INV-43645600017,1578,1.0
INV-43645300006,2022-01-10,4250,Fareway Stores #882 / Eldora,1232 14th St,Eldora,50627,POINT (-93.10077 42.361055),42,HARDIN,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,11366,Crown Royal Special Reserve,12,750,25,37.5,2,75,1.5,0.39,INV-43645300006,97,0.81
INV-42248000008,2021-11-22,4250,Fareway Stores #882 / Eldora,1232 14th St,Eldora,50627,POINT (-93.10077 42.361055),42,HARDIN,1031100,American Vodkas,301,FIFTH GENERATION INC,38178,Titos Handmade Vodka,6,1750,19,28.5,12,342,21,5.54,INV-42248000008,97,0.81
INV-39664300041,2021-08-30,2628,Hy-Vee Food Store / Eldora,1616 Edgington,Eldora,50627,POINT (-93.103764 42.360631),42,HARDIN,1071100,Cocktails /RTD,421,SAZERAC COMPANY  INC,57129,Chi-Chi's Mexican Mudslide,6,1750,6.5,9.75,6,58.5,10.5,2.77,INV-39664300041,98,0.81
INV-33187200017,2021-01-04,2628,Hy-Vee Food Store / Eldora,1616 Edgington,Eldora,50627,POINT (-93.103764 42.360631),42,HARDIN,1031200,American Flavored Vodka,380,Phillips Beverage,41704,UV Red Cherry,12,750,7,10.5,6,63,4.5,1.18,INV-33187200017,98,0.81
INV-36695400016,2021-05-17,6018,Casey's General Store - #2532,1807 Edgington Ave,Eldora,50627,POINT (-93.10607700000001 42.360624),42,HARDIN,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64864,Fireball Cinnamon Whisky,24,375,5.33,8,24,192,9,2.37,INV-36695400016,1031,0.81
INV-35232400005,2021-03-23,4250,Fareway Stores #882 / Eldora,1232 14th St,Eldora,50627,POINT (-93.10077 42.361055),42,HARDIN,1011200,Straight Bourbon Whiskies,65,Jim Beam Brands,19066,Jim Beam,12,750,10.5,15.75,12,189,9,2.37,INV-35232400005,97,0.81
